17714645	17719723	5	1	"AT5G44030"
19431371	19434403	3	1	"AT3G52430"
12594282	12598028	4	1	"AT4G24290"
9963593	9966320	1	1	"AT1G28380"
28070295	28074148	1	1	"AT1G74710"
6225535	6226224	2	0	"AT2G14580"
17442612	17443855	4	1	"AT4G37000"
4267510	4271051	5	1	"AT5G13320"
3229293	3232345	3	1	"AT3G10390"
3614437	3617314	3	1	"AT3G11480"
18152227	18153908	2	1	"AT2G43820"
1149337	1150663	2	0	"AT2G03760"
23562142	23567190	5	1	"AT5G58270"
12666935	12670311	2	1	"AT2G29630"
2151025	2154553	5	1	"AT5G06950"
15165652	15167729	5	0	"AT5G38020"
17684156	17686534	5	1	"AT5G43940"
8277037	8278396	3	1	"AT3G23180"
15814718	15817004	2	0	"AT2G37710"
20715563	20719196	1	0	"AT1G55490"
12135093	12136157	4	1	"AT4G23170"
2718170	2720308	4	1	"AT4G05320"
3800738	3804185	1	0	"AT1G11310"
12148714	12151479	4	0	"AT4G23210"
23852748	23855566	1	0	"AT1G64280"
7444931	7447549	1	1	"AT1G21270"
9132555	9136459	2	1	"AT2G21340"
5914445	5915767	2	0	"AT2G14060"
25784404	25786307	5	1	"AT5G64510"
1645498	1647147	1	0	"AT1G05560"
18185667	18189224	4	1	"AT4G39030"
19425634	19427141	3	0	"AT3G52400"
2154780	2157646	5	1	"AT5G06960"
2322222	2325146	2	1	"AT2G05990"
12617936	12618899	2	0	"AT2G29420"
9500506	9505455	4	0	"AT4G16890"
10431520	10437431	4	0	"AT4G19040"
22184779	22186525	5	0	"AT5G54610"
16531688	16533931	2	1	"AT2G39660"
7531194	7532412	2	1	"AT2G17310"
10379020	10382123	1	0	"AT1G29690"
8918679	8919683	3	1	"AT3G24500"
159466	162837	3	0	"AT3G01420"
8301946	8303915	4	0	"AT4G14420"
22025286	22030099	5	0	"AT5G54250"
22424577	22429502	5	0	"AT5G55300"
2026162	2027117	2	1	"AT2G05520"
10312624	10316790	4	0	"AT4G18780"
2381634	2383996	4	0	"AT4G04695"
22034506	22040038	1	1	"AT1G59870"
8912343	8918146	3	0	"AT3G24495"
17907069	17907598	5	0	"AT5G44420"
20895585	20898422	1	1	"AT1G55870"
20527063	20529291	3	1	"AT3G55370"
950611	953690	4	0	"AT4G02150"
12594467	12595952	5	1	"AT5G33340"
14604367	14605194	5	0	"AT5G36970"
28776846	28778467	1	1	"AT1G76680"
1717888	1720526	2	1	"AT2G04880"
16525410	16529352	3	1	"AT3G45140"
