6598017	6601819	5	1	"AT5G19550"
543346	545595	3	0	"AT3G02570"
5827171	5829682	5	0	"AT5G17690"
1089417	1090468	3	0	"AT3G04150"
9827801	9828680	3	1	"AT3G26740"
886600	891955	4	1	"AT4G02020"
8042382	8045008	2	0	"AT2G18540"
15588757	15589666	5	1	"AT5G38940"
4676118	4677689	3	0	"AT3G14110"
2404037	2405943	1	0	"AT1G07750"
544783	549202	1	1	"AT1G02580"
3076582	3079539	1	1	"AT1G09530"
15657802	15658584	5	0	"AT5G39110"
11664986	11665769	2	0	"AT2G27250"
28695760	28698793	1	1	"AT1G76490"
15669898	15670808	5	0	"AT5G39150"
20908928	20910481	3	0	"AT3G56400"
385317	386538	3	0	"AT3G02140"
15534779	15535192	2	0	"AT2G36985"
1103616	1104601	3	0	"AT3G04200"
12458670	12462905	1	1	"AT1G34210"
6557254	6558045	1	0	"AT1G18980"
8430207	8431945	4	0	"AT4G14716"
13672250	13673256	2	0	"AT2G32180"
10685822	10690838	1	0	"AT1G30330"
15585073	15585841	5	1	"AT5G38930"
463855	464924	1	0	"AT1G02335"
3107275	3108177	3	0	"AT3G10080"
25099003	25103298	5	0	"AT5G62530"
8424667	8426558	4	0	"AT4G14710"
17400610	17403469	4	1	"AT4G36920"
1094621	1095665	3	0	"AT3G04170"
17831731	17834927	4	0	"AT4G37930"
8649434	8654450	2	0	"AT2G20050"
15683464	15684353	5	0	"AT5G39180"
12178597	12181012	2	0	"AT2G28490"
9308290	9309625	5	0	"AT5G26700"
21063368	21068057	5	0	"AT5G51820"
1606487	1608030	3	0	"AT3G05540"
8715236	8718211	3	0	"AT3G24140"
8242302	8243372	3	1	"AT3G23130"
16127725	16129655	5	1	"AT5G40330"
7808871	7810795	2	0	"AT2G17950"
7367635	7370295	5	0	"AT5G22260"
10379020	10382123	1	0	"AT1G29690"
10273801	10280362	3	0	"AT3G27730"
8011724	8013902	3	0	"AT3G22640"
24571171	24574372	5	0	"AT5G61070"
25508676	25510889	1	1	"AT1G68050"
26040689	26042702	1	0	"AT1G69270"
13634454	13638297	5	1	"AT5G35410"
11186010	11191116	4	0	"AT4G20910"
8061844	8067716	1	1	"AT1G22770"
24812804	24813436	5	0	"AT5G61750"
25097998	25099907	5	1	"AT5G62520"
15592992	15593783	5	1	"AT5G38960"
17137829	17139612	2	1	"AT2G41100"
1097475	1098422	3	0	"AT3G04180"
262828	267771	1	1	"AT1G01710"
989198	991020	1	1	"AT1G03890"
187211	190056	1	1	"AT1G01510"
15665502	15666444	5	0	"AT5G39130"
12302963	12304799	2	0	"AT2G28680"
819337	821406	3	0	"AT3G03450"
4429718	4430965	1	1	"AT1G12980"
9589567	9592587	4	1	"AT4G17050"
17627182	17629159	5	0	"AT5G43850"
8355951	8358873	5	0	"AT5G24470"
27018158	27022117	1	1	"AT1G71830"
7845823	7846605	3	0	"AT3G22231"
8997370	9001063	3	1	"AT3G24650"
14352037	14355103	4	0	"AT4G29130"
28111882	28112565	1	0	"AT1G74820"
1781067	1782007	3	0	"AT3G05950"
15578811	15579584	5	1	"AT5G38910"
24294890	24301147	5	1	"AT5G60410"
5669373	5670842	3	0	"AT3G16640"
15590693	15591050	5	1	"AT5G38950"
17187528	17192317	4	0	"AT4G36380"
14630028	14634387	5	1	"AT5G37020"
1101878	1102763	3	0	"AT3G04190"
17298200	17300367	4	0	"AT4G36700"
15662705	15663486	5	0	"AT5G39120"
985751	988146	1	1	"AT1G03880"
15679014	15680002	5	0	"AT5G39160"
