19431371	19434403	3	1	"AT3G52430"
25315624	25318347	5	0	"AT5G63110"
24910358	24915210	5	1	"AT5G62000"
13322021	13327400	2	0	"AT2G31260"
26122139	26123421	1	1	"AT1G69490"
26040689	26042702	1	0	"AT1G69270"
4460894	4464666	5	1	"AT5G13820"
787428	793356	5	1	"AT5G03280"
23218633	23221232	3	0	"AT3G62770"
18224251	18226160	2	1	"AT2G44050"
9487780	9492572	1	1	"AT1G27320"
5273895	5275095	3	0	"AT3G15580"
1243758	1246684	5	1	"AT5G04410"
18615222	18618560	5	1	"AT5G45900"
3750066	3752780	1	0	"AT1G11190"
1712670	1715731	5	0	"AT5G05700"
2774030	2779297	1	1	"AT1G08720"
23016683	23019279	1	0	"AT1G62300"
18613259	18614930	5	1	"AT5G45890"
24734162	24737756	1	1	"AT1G66340"
14352037	14355103	4	0	"AT4G29130"
4828640	4830955	5	1	"AT5G14930"
19604089	19607059	5	0	"AT5G48380"
4773576	4774867	1	1	"AT1G13950"
25945712	25948341	5	0	"AT5G64930"
15921136	15922313	2	0	"AT2G38050"
30041243	30041952	1	0	"AT1G79850"
8326049	8329944	2	0	"AT2G19190"
12392370	12393982	4	0	"AT4G23810"
4449014	4450843	5	0	"AT5G13790"
17756140	17758468	2	1	"AT2G42620"
16944941	16946192	4	1	"AT4G35770"
9112686	9116164	4	1	"AT4G16110"
