22129726	22130464	3	1	"AT3G59900"
10949661	10953083	4	1	"AT4G20270"
16902486	16905294	5	1	"AT5G42270"
26004017	26006851	5	1	"AT5G65090"
21909175	21911201	1	0	"AT1G59640"
19601303	19603883	5	0	"AT5G48375"
3086159	3087912	1	1	"AT1G09540"
12551717	12555909	4	0	"AT4G24190"
7808871	7810795	2	0	"AT2G17950"
9447508	9450420	3	1	"AT3G25830"
20520930	20523014	3	0	"AT3G55360"
24910358	24915210	5	1	"AT5G62000"
25072468	25073991	5	0	"AT5G62440"
15644840	15647065	2	1	"AT2G37260"
12900430	12901577	4	1	"AT4G25140"
19049172	19050341	2	0	"AT2G46410"
17486647	17489294	4	1	"AT4G37120"
28463462	28466971	1	0	"AT1G75820"
8431973	8435075	4	0	"AT4G14720"
3300225	3304761	5	0	"AT5G10490"
11664986	11665769	2	0	"AT2G27250"
26390016	26394196	1	0	"AT1G70070"
6843662	6847275	3	1	"AT3G19700"
29564249	29566375	1	1	"AT1G78590"
8432384	8436170	5	0	"AT5G24630"
18417568	18421106	3	1	"AT3G49670"
15317499	15320020	4	1	"AT4G31610"
6876589	6881270	5	1	"AT5G20350"
21548187	21553127	1	0	"AT1G58200"
8426710	8429647	4	0	"AT4G14713"
20863257	20864544	3	0	"AT3G56240"
7618930	7621477	3	0	"AT3G21640"
14881039	14884116	2	0	"AT2G35350"
9439246	9442507	3	1	"AT3G25820"
17691786	17693760	4	1	"AT4G37650"
866449	869024	5	1	"AT5G03470"
26281711	26285413	5	1	"AT5G65700"
6967582	6970566	3	1	"AT3G20000"
23456157	23458459	3	0	"AT3G63530"
16135852	16137463	1	0	"AT1G42990"
16173393	16174783	5	0	"AT5G40420"
16110712	16112597	4	0	"AT4G33495"
8410054	8412557	4	1	"AT4G14670"
