18731418	18736810	5	0	"AT5G46210"
12990884	12992458	4	0	"AT4G25420"
6404175	6405330	2	1	"AT2G14900"
1799234	1800392	2	0	"AT2G05070"
5827171	5829682	5	0	"AT5G17690"
30324008	30328769	1	1	"AT1G80680"
8651406	8662587	4	1	"AT4G15180"
1401271	1408197	3	0	"AT3G05040"
17004595	17006287	4	1	"AT4G35900"
13174321	13177223	2	1	"AT2G30950"
22131093	22133678	5	0	"AT5G54510"
6074770	6075645	4	0	"AT4G09610"
12023915	12027421	4	0	"AT4G22950"
1215636	1216958	3	0	"AT3G04510"
17827953	17830420	1	0	"AT1G48270"
1237767	1244813	4	0	"AT4G02780"
18314178	18316645	1	0	"AT1G49480"
16047354	16049355	4	0	"AT4G33280"
6612749	6613972	1	1	"AT1G19150"
28053286	28054149	1	1	"AT1G74670"
24844295	24846933	5	1	"AT5G61850"
1202255	1205803	1	1	"AT1G04440"
17493372	17495033	3	0	"AT3G47470"
21990912	21992812	5	0	"AT5G54190"
1024641	1025812	5	0	"AT5G03840"
4065042	4074078	3	1	"AT3G12810"
21055188	21056808	5	0	"AT5G51810"
7401707	7403825	5	1	"AT5G22355"
25997504	26002465	5	1	"AT5G65080"
3095256	3100357	1	0	"AT1G09570"
3501145	3501904	1	1	"AT1G10588"
7174464	7177942	3	0	"AT3G20550"
11040281	11043751	1	0	"AT1G30970"
18804350	18806522	2	1	"AT2G45650"
9618372	9621957	2	1	"AT2G22630"
16734294	16734912	2	0	"AT2G40080"
18426546	18428357	2	0	"AT2G44680"
10372938	10374190	5	0	"AT5G28450"
13581401	13585155	4	0	"AT4G27060"
9459870	9462253	4	0	"AT4G16810"
3173497	3179448	5	0	"AT5G10140"
9195602	9199486	4	0	"AT4G16250"
17935609	17940746	3	1	"AT3G48430"
17437884	17441243	3	0	"AT3G47340"
19806419	19807608	1	1	"AT1G53160"
7016445	7022113	5	0	"AT5G20730"
4950359	4952803	5	0	"AT5G15250"
30200693	30202200	1	0	"AT1G80340"
4542168	4543742	1	1	"AT1G13260"
10537648	10539831	1	1	"AT1G30040"
9584092	9588049	5	1	"AT5G27230"
27405456	27407969	1	0	"AT1G72830"
11037612	11040033	1	0	"AT1G30960"
4289944	4291017	1	0	"AT1G12610"
24922810	24923709	5	1	"AT5G62040"
6771605	6777225	4	1	"AT4G11110"
19245672	19248914	2	1	"AT2G46830"
8061844	8067716	1	1	"AT1G22770"
9579874	9583893	2	1	"AT2G22540"
13127826	13128666	2	0	"AT2G30810"
11412608	11414502	1	0	"AT1G31814"
11059035	11063324	2	1	"AT2G25930"
19046858	19050880	5	1	"AT5G46910"
16848359	16851224	1	0	"AT1G44446"
29890392	29894587	1	1	"AT1G79460"
11773251	11774681	2	1	"AT2G27550"
23241427	23244590	5	1	"AT5G57360"
9853828	9855989	3	0	"AT3G26790"
202416	211003	4	1	"AT4G00450"
