964214	964901	2	1	"AT2G03190"
26387428	26390452	5	0	"AT5G65970"
26354853	26357866	5	1	"AT5G65890"
26785106	26786383	5	0	"AT5G67110"
6625421	6632033	3	0	"AT3G19170"
27452766	27455964	1	1	"AT1G72970"
8431973	8435075	4	0	"AT4G14720"
17137829	17139612	2	1	"AT2G41100"
796442	799176	5	1	"AT5G03300"
3510118	3513305	5	1	"AT5G11060"
7004672	7006918	3	0	"AT3G20070"
1993978	1996112	1	0	"AT1G06520"
19268043	19269479	3	0	"AT3G51920"
26871891	26874579	5	0	"AT5G67360"
13350796	13352569	4	0	"AT4G26420"
7534017	7536273	5	1	"AT5G22650"
25829952	25830487	1	0	"AT1G68765"
21720773	21723790	3	0	"AT3G58740"
8736074	8738584	5	1	"AT5G25220"
12051471	12054546	1	0	"AT1G33240"
8426710	8429647	4	0	"AT4G14713"
842747	844190	1	0	"AT1G03400"
23370308	23372682	3	0	"AT3G63250"
16477106	16479528	4	0	"AT4G34460"
21710351	21712611	5	1	"AT5G53470"
18215872	18218313	1	1	"AT1G49240"
23925085	23925852	5	0	"AT5G59310"
22799507	22801692	5	1	"AT5G56300"
5025238	5029710	3	1	"AT3G14940"
16796599	16797585	2	0	"AT2G40220"
9060625	9062091	2	0	"AT2G21140"
18823171	18825735	2	0	"AT2G45690"
