12990884	12992458	4	0	"AT4G25420"
5827171	5829682	5	0	"AT5G17690"
30324008	30328769	1	1	"AT1G80680"
8651406	8662587	4	1	"AT4G15180"
1401271	1408197	3	0	"AT3G05040"
9019591	9020321	5	0	"AT5G25870"
17004595	17006287	4	1	"AT4G35900"
12023915	12027421	4	0	"AT4G22950"
19932230	19938369	5	1	"AT5G49160"
17827953	17830420	1	0	"AT1G48270"
1237767	1244813	4	0	"AT4G02780"
18314178	18316645	1	0	"AT1G49480"
16047354	16049355	4	0	"AT4G33280"
24844295	24846933	5	1	"AT5G61850"
1202255	1205803	1	1	"AT1G04440"
1024641	1025812	5	0	"AT5G03840"
4065042	4074078	3	1	"AT3G12810"
25997504	26002465	5	1	"AT5G65080"
3095256	3100357	1	0	"AT1G09570"
7174464	7177942	3	0	"AT3G20550"
11040281	11043751	1	0	"AT1G30970"
18804350	18806522	2	1	"AT2G45650"
9618372	9621957	2	1	"AT2G22630"
16734294	16734912	2	0	"AT2G40080"
18426546	18428357	2	0	"AT2G44680"
9459870	9462253	4	0	"AT4G16810"
3173497	3179448	5	0	"AT5G10140"
9195602	9199486	4	0	"AT4G16250"
17935609	17940746	3	1	"AT3G48430"
19806419	19807608	1	1	"AT1G53160"
4542168	4543742	1	1	"AT1G13260"
9584092	9588049	5	1	"AT5G27230"
27405456	27407969	1	0	"AT1G72830"
11037612	11040033	1	0	"AT1G30960"
4289944	4291017	1	0	"AT1G12610"
24922810	24923709	5	1	"AT5G62040"
19245672	19248914	2	1	"AT2G46830"
8061844	8067716	1	1	"AT1G22770"
9579874	9583893	2	1	"AT2G22540"
11412608	11414502	1	0	"AT1G31814"
11059035	11063324	2	1	"AT2G25930"
19046858	19050880	5	1	"AT5G46910"
29890392	29894587	1	1	"AT1G79460"
11773251	11774681	2	1	"AT2G27550"
23241427	23244590	5	1	"AT5G57360"
202416	211003	4	1	"AT4G00450"
26195689	26198322	5	1	"AT5G65540"
5149226	5151354	1	1	"AT1G14920"
21233701	21235911	3	1	"AT3G57390"
281313	283129	4	1	"AT4G00690"
11036180	11037508	1	1	"AT1G30950"
33379	37871	1	0	"AT1G01060"
1169544	1174878	5	1	"AT5G04240"
8541778	8542449	5	1	"AT5G24860"
5344502	5346019	5	1	"AT5G16320"
18571359	18573084	4	0	"AT4G40060"
24331428	24333934	1	1	"AT1G65480"
23246395	23249504	5	0	"AT5G57380"
9295736	9298541	1	1	"AT1G26830"
14597661	14599300	4	1	"AT4G29830"
487236	488693	3	0	"AT3G02380"
7499053	7501841	3	0	"AT3G21320"
21506613	21507654	3	0	"AT3G58070"
17400610	17403469	4	1	"AT4G36920"
15878699	15881044	5	1	"AT5G39660"
648704	651972	5	1	"AT5G02840"
9546398	9549453	3	1	"AT3G26120"
18324661	18328826	4	1	"AT4G39400"
26423874	26425356	1	1	"AT1G70170"
28789729	28792676	1	0	"AT1G76710"
25149433	25152541	5	0	"AT5G62640"
17658612	17660878	4	1	"AT4G37580"
24197998	24201404	5	0	"AT5G60100"
3631887	3637955	3	1	"AT3G11540"
17820255	17824013	2	1	"AT2G42830"
22988547	22990709	3	0	"AT3G62090"
15132011	15136639	4	0	"AT4G31120"
18807538	18811047	2	0	"AT2G45660"
269026	271503	4	1	"AT4G00650"
3764289	3766578	4	0	"AT4G06634"
460472	461085	4	1	"AT4G01060"
7026763	7029054	2	0	"AT2G16210"
19072009	19079334	5	1	"AT5G47010"
14007826	14011764	5	1	"AT5G35840"
3695862	3701548	5	1	"AT5G11530"
1129268	1131838	2	1	"AT2G03710"
16484231	16486241	1	1	"AT1G43700"
3137767	3140353	1	0	"AT1G09700"
12225842	12228543	2	0	"AT2G28550"
17886427	17889050	2	1	"AT2G43010"
5724103	5727253	4	1	"AT4G08920"
9396420	9397747	3	1	"AT3G25730"
21414170	21417946	1	0	"AT1G57820"
25982330	25986313	1	0	"AT1G69120"
886600	891955	4	1	"AT4G02020"
11000771	11002996	4	0	"AT4G20370"
8139881	8144430	2	1	"AT2G18790"
8969065	8974660	1	0	"AT1G25540"
15229785	15230718	4	1	"AT4G31380"
16388886	16391073	2	0	"AT2G39250"
24207689	24211743	5	1	"AT5G60120"
3036956	3038484	5	0	"AT5G09780"
6548869	6551853	3	0	"AT3G18990"
