12563553	12564482	4	1	"AT4G24210"
9853828	9855989	3	0	"AT3G26790"
17845166	17846197	5	0	"AT5G44300"
14309484	14310351	2	0	"AT2G33830"
18589482	18591400	5	0	"AT5G45830"
21043348	21044738	1	1	"AT1G56220"
7991646	7993454	3	0	"AT3G22550"
8997370	9001063	3	1	"AT3G24650"
21819071	21821440	3	1	"AT3G59030"
26710555	26712971	5	1	"AT5G66880"
17827953	17830420	1	0	"AT1G48270"
787428	793356	5	1	"AT5G03280"
23353615	23355160	3	0	"AT3G63210"
9933884	9935271	1	0	"AT1G28330"
13219961	13222284	4	0	"AT4G26080"
16796599	16797585	2	0	"AT2G40220"
18741590	18744157	3	0	"AT3G50500"
17414127	17416294	4	1	"AT4G36930"
10521379	10523961	4	1	"AT4G19230"
20182639	20183242	1	1	"AT1G54070"
18488437	18497136	4	1	"AT4G39850"
