11745211	11746570	3	1	"AT3G29970"
12563553	12564482	4	1	"AT4G24210"
11713411	11715696	2	1	"AT2G27380"
19813346	19814554	5	1	"AT5G48870"
21026916	21029188	5	1	"AT5G51760"
21894134	21895623	3	1	"AT3G59220"
12900430	12901577	4	1	"AT4G25140"
8606477	8608083	3	0	"AT3G23830"
8139881	8144430	2	1	"AT2G18790"
15142677	15144182	2	0	"AT2G36060"
27390022	27393281	1	1	"AT1G72770"
1067790	1071295	3	0	"AT3G04080"
12666935	12670311	2	1	"AT2G29630"
8704024	8706900	2	0	"AT2G20180"
14998854	14999619	5	0	"AT5G37770"
3602093	3605104	3	1	"AT3G11440"
20296232	20298691	3	1	"AT3G54810"
19494377	19496095	3	0	"AT3G52560"
26085973	26088153	5	0	"AT5G65280"
26034422	26035927	5	0	"AT5G65165"
1128515	1133774	4	1	"AT4G02570"
14047478	14051140	2	0	"AT2G33150"
17374458	17376225	4	0	"AT4G36880"
9896867	9899876	1	0	"AT1G28300"
5006565	5007689	3	1	"AT3G14880"
17558849	17560767	3	1	"AT3G47620"
18741590	18744157	3	0	"AT3G50500"
5187626	5189673	1	1	"AT1G15080"
3583883	3585790	3	0	"AT3G11410"
23233434	23236447	1	0	"AT1G62750"
279060	283580	3	1	"AT3G01780"
18368642	18370991	5	0	"AT5G45340"
403320	404810	4	0	"AT4G00940"
15353952	15356352	4	0	"AT4G31720"
15204764	15207528	2	0	"AT2G36270"
26710555	26712971	5	1	"AT5G66880"
26861727	26863897	5	1	"AT5G67330"
17367888	17369399	5	1	"AT5G43280"
13708748	13708864	2	0	"AT2G32273"
17895883	17899374	2	0	"AT2G43040"
8256986	8258688	1	0	"AT1G23260"
26439864	26442829	1	1	"AT1G70210"
9534532	9537561	1	1	"AT1G27460"
22424577	22429502	5	0	"AT5G55300"
454783	459527	5	1	"AT5G02250"
700456	704769	3	0	"AT3G03090"
9856192	9858574	2	0	"AT2G23150"
10273480	10274872	4	1	"AT4G18660"
16281404	16283527	5	1	"AT5G40650"
11514703	11518734	2	0	"AT2G26980"
19133040	19135289	2	1	"AT2G46590"
10129610	10132760	3	0	"AT3G27380"
17778356	17779549	3	1	"AT3G48140"
10521379	10523961	4	1	"AT4G19230"
819337	821406	3	0	"AT3G03450"
19687740	19690661	3	1	"AT3G53110"
14129311	14132799	4	1	"AT4G28600"
10713807	10723986	2	1	"AT2G25170"
18589482	18591400	5	0	"AT5G45830"
25683965	25685664	5	0	"AT5G64210"
26141470	26143993	5	0	"AT5G65420"
22895268	22897558	3	1	"AT3G61850"
551100	554671	3	1	"AT3G02600"
5636884	5642957	2	1	"AT2G13540"
19072009	19079334	5	1	"AT5G47010"
4482450	4483085	5	0	"AT5G13910"
27324389	27330031	1	0	"AT1G72560"
1089342	1093179	5	1	"AT5G04040"
26640565	26642149	1	1	"AT1G70660"
14723013	14725650	2	0	"AT2G34900"
30007326	30011393	1	0	"AT1G79750"
16173393	16174783	5	0	"AT5G40420"
30339323	30340247	1	0	"AT1G80730"
752271	753140	1	1	"AT1G03120"
3052097	3054614	5	1	"AT5G09810"
19214748	19215831	3	1	"AT3G51810"
18488437	18497136	4	1	"AT4G39850"
6050514	6054875	5	0	"AT5G18280"
